training,kpi_performance,boss_survey,city_size,years_since_promotion,job_satisfaction,half_day_leaves,team_size,rank,age,salary,gender,exit
3,.64191836,.48207223,4.3000002,4,.61790961,4,9,3,32,41.205574,1,0
3,.66003954,.71338254,6.0999999,4,.56495368,5,6,2,42,39.958122,1,0
3,.61774135,1.0083611,2.2,4,.90153182,4,7,1,35,33.129333,1,0
2,.78070289,.41715813,9.3999996,4,.27484319,4,10,1,34,33.686478,0,0
3,.74279022,.34399486,4.3000002,4,.38485849,5,6,1,39,32.603104,0,0
3,.59077328,.59211648,6.0999999,2,.88438314,5,9,2,37,33.834549,1,0
3,.70609939,.8665728,9.3999996,3,.69923371,6,7,1,36,29.825821,0,0
3,.56695789,.26808059,2.2,4,.6607216,3,7,1,33,29.203537,0,0
3,.62482738,.18819752,.89999998,4,.47455844,5,12,2,34,36.089142,0,1
3,.76374739,.797943,4.3000002,4,.40416828,6,6,1,35,44.980827,1,0
2,.69327617,.54321086,2.2,4,.79216135,4,7,1,29,36.370865,0,0
2,.65739602,.49674717,9.3999996,3,.36716682,6,8,2,43,43.046562,1,0
2,.48011857,.59763533,9.3999996,5,.87436342,5,6,2,37,30.885452,1,0
2,.78561556,.79689217,6.0999999,3,.56502897,5,8,3,40,40.952126,1,0
3,.49075973,.71891057,2.2,4,1.0416316,4,5,4,34,45.796539,1,0
3,.87210464,.79109001,6.0999999,3,.80115843,4,7,1,36,38.397385,1,0
3,.51552641,.55525595,.89999998,3,.77663022,4,6,1,41,30.240952,0,0
2,.71928018,.65981925,4.3000002,4,.55896378,4,8,2,38,39.651077,1,0
3,.65379745,.3655653,9.3999996,4,.61374414,7,5,1,34,32.184448,0,0
3,.5465337,.70948184,4.3000002,3,.76709199,7,8,4,52,56.737663,1,0
3,.69244176,.69680572,9.3999996,3,.66277707,4,9,1,40,38.012634,1,0
3,.84318709,.7356981,2.2,4,.76367623,3,4,2,38,39.37841,1,0
2,.72032219,.17145959,6.0999999,3,.38704577,6,8,1,34,32.160782,0,1
3,.63777,.61672163,2.2,3,.78409994,3,7,2,35,31.931183,1,1
3,.75212014,.57807344,6.0999999,2,.62355518,5,8,2,47,44.4142,1,0
3,.78561878,.62445229,2.2,3,.82277924,4,6,4,37,54.026665,1,0
2,.65108621,.37919345,2.2,4,.53078038,4,4,1,37,27.681885,0,1
3,.56409907,.53629899,4.3000002,4,.75481015,5,8,1,36,31.786499,1,0
2,.52336645,.39305648,4.3000002,4,.53751636,6,9,1,36,32.705063,0,0
2,.58979267,.45705456,2.2,5,.80691969,5,4,2,39,47.247147,1,0
2,.6812017,.58477646,9.3999996,4,.65133923,5,6,3,45,45.552986,1,0
3,.92979002,.65686154,4.3000002,2,.66657168,2,8,2,38,40.962708,1,0
3,.81082439,.89501542,2.2,3,1.0462141,3,4,4,48,62.918297,1,0
3,.62141132,.69266456,6.0999999,2,1.0177982,6,6,4,38,51.75238,1,0
3,.72387201,.66160846,6.0999999,2,.67885351,6,7,2,34,42.101967,1,0
3,.9115473,.15756071,2.2,3,.4707627,2,5,2,44,36.026962,1,0
3,.67639077,.70002729,4.3000002,3,.55674356,5,11,3,43,46.570839,1,0
2,.4725596,.38377631,9.3999996,5,.30603343,8,10,1,34,26.621719,0,1
2,.65876621,.50182933,4.3000002,4,.47582462,6,10,1,38,35.410263,1,1
3,.67267603,.43367076,6.0999999,3,.80030692,4,8,1,29,34.232849,0,0
2,.62940502,.6137594,2.2,4,.70805836,4,8,2,37,37.218468,1,0
3,.99188954,.73959303,9.3999996,3,.50855279,2,6,2,37,49.028687,1,0
2,.63034409,.6423595,9.3999996,4,.7148729,4,6,3,43,40.070511,1,0
2,.63610256,.33870161,6.0999999,4,.36181793,6,8,1,37,29.435516,0,0
3,.72747916,.61570895,9.3999996,2,.59781241,3,7,1,46,33.149872,0,0
3,.63452959,.37082398,9.3999996,4,.44634962,5,7,1,38,27.503128,0,0
3,.87114,.66234988,4.3000002,2,.64358431,3,7,3,46,41.208305,1,0
3,.58729643,.28629416,6.0999999,3,.60842329,6,10,2,38,36.85965,0,0
2,.67931986,.38882637,4.3000002,4,.78644419,3,10,1,32,30.427536,0,0
3,.76072305,.43276098,6.0999999,4,.6674087,3,4,3,42,38.62925,1,0
3,.61361808,.57205677,6.0999999,4,.62463558,5,8,1,37,41.062355,1,0
2,.74123627,.33966759,.89999998,4,.32350856,6,9,2,33,38.902512,0,0
2,.66500634,.54901975,2.2,3,.63529694,4,10,3,39,45.851067,1,0
2,.69877303,.77049291,6.0999999,4,.53827059,3,6,1,32,34.426285,0,0
2,.56982207,.3720516,.89999998,5,.66474593,2,8,2,35,36.933533,0,0
2,.79689628,.37507725,4.3000002,3,.42424202,3,8,3,40,41.51265,1,0
3,.7400462,.42813683,9.3999996,3,.55625802,5,7,4,44,50.582474,1,0
3,.54198605,.40259892,4.3000002,4,.62815791,5,8,1,41,31.895264,0,0
3,.80434477,.53410703,2.2,4,.36030465,5,8,4,51,62.925095,1,0
4,.64528793,.40467355,9.3999996,3,.89548153,3,4,3,38,39.697945,1,0
2,.76302028,.38493696,4.3000002,3,.89048088,2,4,2,30,41.157059,1,0
2,.67582095,.51406014,2.2,3,.66486788,7,10,1,27,39.688934,1,0
3,.68661898,.77664256,4.3000002,3,.74146992,5,8,1,33,42.181732,1,0
4,.66487157,.6114502,6.0999999,4,.67138374,6,6,1,45,39.90451,1,0
3,.91611314,.77047104,4.3000002,3,.60683608,4,5,1,42,46.883011,1,0
2,.86895347,.71348965,4.3000002,4,.19231805,4,12,1,34,42.312996,1,0
2,.58949667,.39205644,4.3000002,4,.87992322,4,7,4,40,44.175697,1,0
3,.58551103,.64134353,9.3999996,6,.59552801,6,8,3,37,45.286942,1,0
3,.85960668,.5958758,9.3999996,2,.77908033,2,6,2,38,43.455925,1,0
3,.7072103,.31437191,4.3000002,5,.19597287,6,9,1,41,27.996445,0,1
3,.66323632,.1731236,2.2,4,.34992632,4,10,1,36,33.024689,1,1
2,.67610449,.27803046,9.3999996,3,.65951145,4,7,1,32,33.674728,0,0
2,.58439702,.5612886,4.3000002,5,.70578074,4,6,3,42,40.192223,1,0
2,.59985685,.80414629,.89999998,4,.80957252,4,9,2,44,36.28038,0,0
3,.67706347,.75814992,2.2,2,.96208727,4,6,4,47,46.05719,1,0
3,.63599235,.32823849,9.3999996,2,.75907338,4,8,3,52,38.340881,1,0
2,.7048533,.52114916,2.2,4,.59972972,4,5,2,39,40.166595,1,0
2,.75742435,.60752654,.89999998,3,.76268166,3,5,3,42,46.110207,1,0
3,.64949548,.16902041,2.2,3,.66035575,3,9,1,37,29.450897,0,0
3,.69285423,.61783612,6.0999999,4,.6253407,5,4,1,37,33.541611,0,0
3,.69776404,.30966032,9.3999996,4,.3602767,5,10,3,42,36.385239,1,1
3,.63613528,.52335352,6.0999999,4,.57459277,6,7,1,45,31.535278,0,1
2,.75230908,.2399511,.89999998,4,.60032809,3,8,2,43,39.068001,0,0
2,.59135717,.14609468,4.3000002,4,.34931529,6,11,3,39,49.404884,1,1
2,.74919915,.77491933,4.3000002,4,.67698067,4,6,1,32,34.325424,0,0
2,.74263442,.87285888,4.3000002,4,1.0382204,4,5,1,29,37.361359,1,0
3,.83757788,.88443422,6.0999999,2,.72581983,4,6,2,41,48.392525,1,0
3,.5580616,.73522365,4.3000002,3,1.0856252,4,6,1,35,37.030724,0,0
3,.47182956,.34486943,2.2,4,.48146278,6,9,1,35,27.56366,0,0
3,.80484563,.69859195,4.3000002,2,.61232644,4,7,1,31,35.36615,1,0
2,.70907295,.59938782,9.3999996,4,.31265548,4,7,2,32,34.685028,1,0
2,.5481174,.62264186,4.3000002,3,1.0625783,6,6,4,41,49.424103,1,0
3,.7152043,.32134432,9.3999996,3,.59551167,7,8,1,35,33.464035,1,1
3,.5245142,.65497231,9.3999996,3,.7643373,6,11,1,29,34.200302,0,0
2,.7139321,.74100131,4.3000002,4,.70177293,5,10,4,40,61.042046,1,0
3,.72852892,.62427288,6.0999999,3,.64437288,5,7,1,33,46.683174,1,0
2,.68223542,.46147904,4.3000002,4,.73460221,4,5,4,43,38.793198,1,0
3,.68290466,.48653305,2.2,4,.73643368,5,9,1,40,43.272476,1,0
2,.70706612,.40689585,6.0999999,4,.64728141,4,5,2,38,38.423302,0,0
3,.74754107,.62732953,2.2,3,.97159803,3,4,1,30,40.23645,1,0
2,.76689208,.74251819,2.2,3,.55955058,3,10,3,41,43.23037,1,0
3,.77201796,.61035109,6.0999999,3,1.0528144,3,4,2,43,40.276527,1,0
2,.83575863,.8401773,4.3000002,2,.80998909,3,8,2,44,45.66465,1,0
3,.81076509,.94198024,2.2,3,.74386954,4,6,1,33,35.437668,0,0
3,.76435262,.39831668,4.3000002,2,.46658611,3,6,1,36,35.437897,1,0
3,.82742459,.75225735,9.3999996,3,.42655268,6,5,2,34,47.42849,1,0
3,.63117766,.27803752,6.0999999,5,.37433916,6,9,1,34,33.380386,0,0
3,.75578916,.27241117,9.3999996,3,.38109905,5,8,1,34,41.704285,1,1
2,.66981268,.24392438,4.3000002,4,.8950758,2,2,1,37,29.291367,0,1
3,.65393531,.38717079,4.3000002,3,.57905048,4,11,4,49,47.549248,1,1
2,.60786819,.49834821,6.0999999,3,.75674069,5,6,2,42,40.353477,1,0
2,.76449198,.60400254,6.0999999,4,.6613028,4,4,2,35,36.213959,1,0
2,.73296583,.8629663,2.2,2,.71093535,3,7,1,39,40.974739,1,0
3,.68649894,.62012243,2.2,3,.76321435,4,8,4,55,46.06176,1,0
3,.78083289,.53202409,4.3000002,4,.6164974,6,6,2,46,45.429886,1,0
3,.70507133,.37579933,4.3000002,4,.7177614,3,6,2,38,33.697357,0,0
2,.66678101,.76881111,2.2,4,.78885865,3,5,1,39,30.323624,0,0
1,.51270849,.77726972,6.0999999,5,.66683006,4,9,1,35,31.704742,0,0
2,.86047667,.50503355,4.3000002,4,.29494506,4,7,1,34,43.278198,1,0
3,.7794565,.50974363,4.3000002,3,.64249498,4,7,2,37,47.55732,1,0
3,.85156113,.56893337,6.0999999,3,.52438718,4,7,1,38,49.638443,1,0
3,.891725,.36853611,2.2,3,.41556513,5,7,2,37,47.107399,1,0
3,.63667297,.25153777,9.3999996,3,.51133275,7,8,4,39,48.432701,1,0
2,.67167664,.70691764,6.0999999,3,.7770673,5,6,3,41,49.965828,1,0
3,.80286795,.31722888,2.2,3,.69485253,4,6,4,40,47.053307,1,0
3,.67677027,.50639671,9.3999996,3,.55033398,6,7,1,35,32.93396,0,0
3,.6935541,.52652419,2.2,4,.57732856,4,7,2,35,34.373581,1,0
3,.74908739,.28468481,2.2,4,.4748244,3,6,1,30,32.604721,0,1
3,.60332865,.19637199,2.2,4,.51643801,4,7,1,36,30.332001,0,0
3,.65668643,.62640029,9.3999996,4,.49101478,7,8,1,39,33.164719,0,0
2,.73524737,.67478597,4.3000002,5,.36696076,5,7,2,38,45.558434,1,0
3,.79764098,.57411069,9.3999996,4,.59537613,3,5,1,36,29.642578,1,0
3,.75120276,.27765849,6.0999999,3,.64469385,3,7,2,38,42.431747,1,1
3,.56202763,.81432045,2.2,3,.9427582,5,11,1,30,37.948929,1,0
3,.73202574,.54782271,4.3000002,3,.75184286,3,7,2,42,36.825729,1,1
3,.84353441,.2071282,2.2,4,.27547711,5,10,1,35,36.467896,1,0
2,.71311212,.49943504,4.3000002,5,.49575853,4,7,2,43,46.568565,1,0
2,.61102796,.15610608,9.3999996,4,.52623427,6,6,2,42,37.225212,1,0
3,.55069155,.28036314,4.3000002,3,.5690617,7,10,2,37,39.384605,1,0
3,.63805473,.62542903,6.0999999,3,.78173357,5,7,1,35,39.081161,1,0
3,.74484271,.92796624,2.2,3,.81857675,4,7,4,40,59.995842,1,0
2,.45116866,.54040426,4.3000002,4,1.1108344,3,5,2,43,32.948746,0,0
3,.75303894,.58861554,2.2,3,.71580714,5,8,3,42,56.912369,1,0
3,.8856464,.55263501,4.3000002,4,.40995786,4,6,1,39,43.86467,1,0
2,.7303313,.61551589,6.0999999,3,.54577225,5,9,2,42,37.075584,0,0
2,.88046569,.64034617,2.2,3,.58320862,3,7,1,35,39.954605,0,0
3,.80822468,.62845564,9.3999996,3,.84264785,3,6,2,38,37.434425,0,0
3,.7173,.68950492,9.3999996,3,.63293558,7,8,3,41,55.79454,1,0
3,.63196278,.52630973,6.0999999,4,.60633677,5,9,1,36,39.342712,0,0
2,.55002731,.53401184,2.2,4,.79028738,4,10,3,40,41.967529,1,0
3,.63213146,.2552796,9.3999996,3,.55396771,5,12,1,33,27.974823,1,1
3,.69183481,.43434608,6.0999999,2,.62501556,4,5,1,39,30.056854,0,0
3,.71744674,.42678601,2.2,3,.77779984,3,7,1,43,36.579727,0,0
3,.80130011,.48164558,6.0999999,5,.15683278,6,10,1,36,38.115196,1,0
3,1.0881486,.77933449,9.3999996,2,.60070539,2,5,2,38,42.732216,1,0
3,.65368885,.28467458,6.0999999,4,.43345445,6,8,2,43,42.360664,1,1
3,.8468886,.59861052,9.3999996,4,.50270134,5,5,1,38,41.713646,1,0
3,.74328768,.47615436,9.3999996,3,.59475124,5,6,1,31,32.441284,0,0
3,.74875546,.20542851,4.3000002,3,.49352777,3,8,1,36,29.945465,0,0
3,.64382869,.58441073,6.0999999,4,.72836548,4,6,2,33,38.297928,1,0
3,.53568774,.43700859,6.0999999,4,.95430279,6,5,1,30,37.234116,0,0
3,.83127677,.65551639,2.2,3,.89595461,4,4,1,41,39.317757,0,0
2,.81455553,.58296758,6.0999999,4,.2215019,6,8,1,43,41.001167,1,0
2,.7882778,.45538056,4.3000002,4,.50076747,4,7,2,38,46.387077,1,0
2,.93920404,.71567905,6.0999999,3,.62365758,2,3,3,37,34.820389,1,0
2,.71297741,.36471352,9.3999996,4,.45504302,5,7,3,37,42.706062,1,0
2,.55802351,.65064317,4.3000002,3,.76363581,4,4,4,42,45.186531,1,0
2,.70527428,.29291189,2.2,4,.62791669,3,8,2,40,38.525749,1,0
4,.61978096,.59698606,4.3000002,4,.79087836,3,4,2,38,37.005341,0,0
2,.60297585,.20128901,.89999998,4,.32217708,6,11,2,33,36.275299,1,1
2,.67280424,.42796442,6.0999999,4,.44555259,5,8,3,44,44.877808,1,0
3,.62318772,.5041098,9.3999996,3,.58371443,6,7,2,38,36.635895,1,1
3,.71373272,.34991866,2.2,4,.63648731,4,5,4,51,46.934181,1,0
2,.63851643,.37938344,6.0999999,4,.64776736,4,7,1,27,31.836136,0,0
3,.61451858,.56823283,9.3999996,4,.69350475,6,6,2,37,39.016724,1,0
3,.83162189,.40937135,6.0999999,4,.51006883,5,6,3,40,41.249146,1,0
3,.7218743,.46808439,6.0999999,4,.78002155,5,4,1,37,31.002533,0,0
2,.67582583,.68137652,9.3999996,4,.53877532,6,8,1,42,39.602463,1,0
2,.55103564,.67809349,4.3000002,5,.48180026,5,8,1,37,32.755585,0,0
2,.74402696,.42164648,2.2,4,.3659583,3,5,1,39,31.545853,0,0
2,.75729036,.76213998,2.2,4,.48085681,6,8,1,40,46.491974,1,0
3,.81522065,.36042064,9.3999996,1,.66599113,5,11,5,44,65.023651,1,0
2,.77269304,.33261299,2.2,3,.73700267,3,4,2,43,39.549797,1,0
3,.73114949,.71230185,6.0999999,4,.8046338,4,6,1,32,34.64267,0,0
2,.49193993,.43095693,.89999998,4,.99324983,5,7,1,38,29.424118,0,0
3,.76860797,.46180317,2.2,4,.78376132,4,4,1,37,34.35025,0,0
2,.57219261,.4751862,4.3000002,3,.45936009,7,8,2,37,39.183044,0,0
2,.62167376,.7532391,.89999998,3,.99559504,3,8,4,40,44.278229,1,0
3,.61367404,.52397496,9.3999996,4,.73209715,5,5,2,40,37.974739,1,0
2,.68658382,.11263125,9.3999996,4,.51064521,5,6,1,34,35.177048,1,0
2,.86515796,.89509308,.89999998,2,.63228393,3,8,2,36,42.046265,1,0
2,.69036913,.31085983,4.3000002,3,.47385967,4,10,2,35,35.593597,1,0
2,.63600397,.21800835,9.3999996,5,.52591199,3,6,1,34,37.547684,1,0
3,.63082403,.53639317,9.3999996,6,.49193352,6,5,1,30,44.738174,1,1
2,.70652133,.84457397,6.0999999,3,.5870617,4,9,3,43,41.857948,1,0
2,.65612429,.40167046,6.0999999,6,.36124307,7,5,1,32,32.510162,0,0
2,.53381139,.5173378,6.0999999,3,.75927299,5,8,1,35,30.357468,0,0
3,.65232885,.7953546,9.3999996,4,.72623569,5,7,1,38,45.512894,1,0
2,.71019506,.4134199,6.0999999,4,.50213248,6,6,4,44,54.720467,1,0
2,.57197052,.50176984,2.2,5,.25739402,7,11,1,36,33.825455,0,0
2,.65671837,.29052871,2.2,4,.42872822,4,8,1,42,29.218445,0,1
2,.66027552,.82710195,4.3000002,4,.87291282,4,5,2,41,38.785362,1,0
3,.88531107,.43371907,6.0999999,3,.57543069,3,7,1,35,40.700829,1,1
3,.73336995,.57316393,2.2,3,.81921434,3,8,4,48,50.585144,1,0
2,.73103231,.49852976,2.2,4,.39979863,6,9,4,42,84.201874,1,0
2,.65278536,.66329771,2.2,4,.94418359,6,9,1,33,39.178108,0,0
2,.60257614,.7287606,2.2,4,.70208889,5,6,1,30,40.558594,1,0
2,.97600377,.78573388,6.0999999,3,.48123074,3,7,1,37,40.866806,1,0
4,.96821767,.69209796,6.0999999,4,.48458776,4,11,2,36,47.668327,1,0
4,.62066019,.61983168,4.3000002,4,.62697172,6,4,1,42,36.774948,0,0
3,.67895341,.38666847,6.0999999,3,.68297708,6,9,1,28,41.613319,1,1
3,.68588507,.50444686,.89999998,4,.71777987,6,5,2,36,49.023079,1,0
4,.77918774,.30796933,6.0999999,3,.39583331,5,8,3,39,58.325844,1,0
2,.66674727,.35634756,6.0999999,4,.51374799,6,8,1,41,31.500122,1,1
3,.56748664,.088788748,9.3999996,3,.67502666,5,7,3,35,33.860809,0,1
2,.58286804,.57807827,9.3999996,3,.6204254,4,7,1,37,33.651794,1,0
3,.57803178,.53978276,9.3999996,4,.60070544,7,7,1,36,36.162994,1,0
4,.74693567,.56009191,.89999998,3,1.0039177,3,9,2,38,39.427505,1,0
2,.6177972,.64561319,4.3000002,5,.51666677,6,4,1,36,28.194885,0,0
2,.67096096,.63972062,9.3999996,4,.34501213,6,6,1,40,29.97113,0,0
3,.81985343,.38454553,.89999998,5,.56791216,5,11,4,45,55.111504,1,0
2,.36767673,.20366959,2.2,5,.63285804,7,9,1,38,30.457321,0,0
3,.76574039,.16168717,4.3000002,3,.4215616,4,9,2,40,38.891678,1,1
3,.76541698,.40107495,4.3000002,3,.45512977,5,7,1,35,37.562302,1,0
3,.76253653,.68800795,9.3999996,3,.71009099,4,2,3,39,44.903343,1,0
3,.58195662,.30155307,2.2,4,.62121576,5,7,3,40,33.387466,1,0
2,.67863363,.24571323,9.3999996,6,.3189221,5,7,1,37,39.990486,1,0
3,.59276217,.67362374,9.3999996,4,.70309365,6,9,1,39,36.495514,1,0
2,.67595059,.53414887,9.3999996,4,.65413314,3,11,1,39,38.181709,1,0
3,.64249957,.43095624,6.0999999,3,.87011826,3,9,3,45,40.242569,1,0
3,.8315565,.6736598,9.3999996,3,.59604681,3,6,2,33,38.6017,0,0
3,.84290338,.56799376,6.0999999,3,.4471494,5,6,1,31,37.093185,0,0
3,.81409192,.10294168,6.0999999,3,.43635195,4,7,2,35,41.090393,1,0
2,.68370253,.28283533,4.3000002,4,.34890419,4,5,1,33,24.415665,0,1
3,.62466717,.66837227,9.3999996,4,.23558433,8,10,1,33,39.696968,1,0
2,.64592445,.24176684,9.3999996,5,.23418012,6,8,3,46,33.659348,1,1
2,.73099637,.62297648,4.3000002,5,.42147079,5,6,1,37,38.257698,0,0
3,.67754793,.46896669,6.0999999,4,.54131073,5,9,2,36,41.1035,1,0
2,.64601862,.19196062,9.3999996,3,.3782261,5,8,1,26,37.370255,1,1
2,.67287147,.64877391,6.0999999,4,.59166825,5,10,1,37,42.097496,1,0
3,.65533531,.29969749,9.3999996,2,.65343547,5,7,1,34,24.517197,0,0
3,.7329365,.66118449,.89999998,3,.61122692,4,6,1,36,29.603561,0,0
2,.7662102,.16918381,6.0999999,4,.19474664,5,11,1,30,38.855972,1,1
3,.68339545,.21141747,2.2,3,.74040937,3,6,1,37,29.039932,0,1
3,.60964155,.52807873,9.3999996,3,.63564444,5,7,3,37,43.939285,1,0
2,.82106888,.77795881,4.3000002,3,.54225993,2,8,1,42,39.718239,1,0
3,.58215159,.64716721,4.3000002,5,.61056691,5,10,2,43,39.767372,1,0
2,.97662348,.97617751,6.0999999,3,.61127234,5,4,1,36,59.085602,1,0
3,.81787503,.36455214,9.3999996,4,.35105854,6,7,1,34,42.601028,1,0
3,.80291873,.63855457,9.3999996,4,.36605647,5,7,1,33,35.10733,1,1
2,.57042396,.69184303,9.3999996,5,.72134018,7,7,1,34,40.361015,1,1
3,.78820682,.54393077,9.3999996,4,.55092275,4,8,2,35,42.617981,1,0
3,.86013657,.46413326,4.3000002,4,.44497797,4,6,1,32,43.316689,1,0
3,.59999257,.57756895,9.3999996,3,.5660575,6,7,1,30,36.357117,1,0
2,.65859854,.41232106,9.3999996,4,.41556931,5,8,3,37,39.865662,1,0
2,.74943763,.29808468,6.0999999,3,.10943327,7,9,1,44,29.181992,0,0
2,.8335222,.42909631,6.0999999,4,.27229747,2,8,1,43,32.402435,0,0
3,.70713681,.48199874,4.3000002,3,.7791546,3,6,2,40,37.113251,0,0
2,.80356592,.50682652,9.3999996,3,.65201581,3,7,2,33,43.682182,1,0
2,.70610988,.76008981,2.2,4,.84448701,3,4,1,41,36.658569,0,0
2,.73976696,.44563189,4.3000002,3,.5788998,4,8,2,40,47.034958,1,0
1,.58938056,.36163506,4.3000002,4,.67452103,3,6,2,39,34.824081,0,1
3,.64195001,.42903855,6.0999999,3,.51481694,6,8,1,39,31.476196,1,0
3,.73901081,.5683971,9.3999996,4,.47162083,5,5,1,29,36.488022,0,0
3,.73047686,.27032086,9.3999996,5,.45648992,5,6,1,32,30.753036,0,1
2,.62281162,.44796145,2.2,4,.62784654,4,7,1,35,34.927032,0,0
3,.57224911,.67425209,.89999998,5,.93023127,6,4,1,40,32.884933,0,0
3,.58541423,.61810815,4.3000002,4,.74508709,4,6,2,36,41.552216,1,0
2,.67980945,.4351047,6.0999999,5,.51747644,6,9,1,33,37.572945,1,0
3,.86010659,.47805178,4.3000002,3,.62524605,3,9,4,49,74.769241,1,0
3,.71211559,.27745005,4.3000002,4,.31432164,4,7,1,40,27.958221,0,0
3,.68761432,.82482791,2.2,4,.89600682,3,4,2,31,33.535034,0,0
2,.59383947,.27027422,6.0999999,3,.57532877,3,7,3,41,37.169624,1,0
2,.56871384,.20456918,4.3000002,4,.79000664,7,7,3,47,46.692886,1,1
2,.6713199,.56006652,2.2,4,.58542919,2,8,1,33,32.366867,0,0
2,.67603028,.63549018,4.3000002,3,.37340942,5,12,2,36,38.155022,1,0
2,.63668704,.53362346,4.3000002,4,.71323323,3,5,1,31,29.705811,0,0
4,.72251111,.72724986,6.0999999,3,.77602696,3,8,3,43,35.756699,0,0
3,.62848902,.47707993,9.3999996,3,.79833841,3,7,1,41,34.334106,1,0
3,.70754093,.71647251,2.2,3,.76835948,3,5,1,31,28.466705,0,0
3,.66391861,.66396439,2.2,3,1.0018117,4,6,2,40,36.249405,1,0
2,.71656919,.57025003,4.3000002,3,.65201831,5,8,1,42,40.290558,1,0
3,.69316268,.44539168,2.2,3,.92309344,4,7,4,45,42.648994,1,0
2,.74178606,.65796268,9.3999996,3,.7438857,5,3,1,37,37.472527,1,0
3,.57926905,.39391941,2.2,4,.36968255,8,9,1,30,35.485611,0,1
2,.70472091,.72150075,.89999998,3,.98235399,0,6,3,43,37.703186,0,0
4,.81095368,.85629994,6.0999999,3,.8299064,3,4,2,43,50.047188,1,0
4,.65242428,.75892889,6.0999999,3,.88069701,4,5,4,44,40.504662,1,0
2,.66188961,.90385413,4.3000002,4,.59108096,5,8,1,39,48.317635,1,0
2,.71142083,.49524397,4.3000002,4,.6820842,5,9,1,41,38.487007,0,0
2,.38454801,.35915509,4.3000002,4,.99580747,6,7,3,44,40.577339,1,0
2,.84855062,.54612154,4.3000002,4,.3565585,5,4,1,35,37.105301,0,0
3,.58532035,.69025928,6.0999999,4,.95071745,5,4,3,42,36.966095,1,0
3,.59203339,.35897374,6.0999999,4,.51202828,6,9,2,39,37.134384,1,0
3,.67122382,.4628759,9.3999996,4,.6213693,6,7,1,39,33.052643,0,0
2,.78641546,.27275282,6.0999999,5,.24018542,5,7,1,32,42.624771,1,0
3,.56735379,.27240515,2.2,4,.69094688,5,8,5,40,55.838371,1,0
3,.61049175,.36511311,2.2,3,.73133749,6,8,1,34,35.120392,0,0
3,.62646872,.52399218,6.0999999,3,.50284863,5,10,2,39,40.897011,1,0
3,.62339038,.24367261,6.0999999,4,.54247373,5,8,1,47,32.55278,1,1
2,.76022112,.067848682,4.3000002,3,.29157621,4,11,4,52,42.535675,1,1
3,.66991186,.58546972,2.2,3,.84696674,4,8,1,39,37.89106,0,0
2,.75607002,.53142291,6.0999999,4,.73612082,3,5,1,37,35.333176,0,0
2,.88944083,.44456965,2.2,4,.46344125,3,8,2,37,47.647285,1,0
3,.80404496,.5127309,6.0999999,3,.54355472,2,6,1,41,30.830933,0,0
3,.7096113,.73597836,9.3999996,3,.69375443,4,7,2,39,39.616661,1,0
2,.50134236,.68392646,2.2,4,.73737478,5,10,3,50,44.318359,1,0
3,.7618016,.20133631,9.3999996,3,.26100415,5,10,2,38,43.286339,1,1
3,.77205068,.39101988,4.3000002,3,.5758965,5,5,2,36,36.534149,0,1
2,.6575281,.25258276,4.3000002,4,.53585738,5,8,1,38,40.84156,1,0
3,.69879448,.47353861,9.3999996,4,.72111315,6,6,1,41,39.562881,1,0
3,.7052331,.62482619,.89999998,3,.95449489,4,6,1,40,32.962784,0,0
3,.54140162,.47266039,2.2,5,.50270796,6,8,1,36,36.772842,0,0
3,.62102699,.34292966,2.2,4,.29022819,6,7,1,31,31.908554,0,0
3,.77806461,.4966428,2.2,3,.64888,4,7,1,42,40.865341,1,0
3,.75870883,.4519892,4.3000002,4,.63306141,3,6,1,37,33.757584,0,0
2,.78635561,.58960783,6.0999999,4,.56026065,2,3,1,34,28.886917,0,0
2,.68929136,.60254806,4.3000002,6,.36013514,5,7,3,44,50.586563,1,0
3,.66175002,.2004972,4.3000002,2,.52972633,5,11,1,38,36.359558,1,1
2,.56063497,.58813113,2.2,3,.9423992,4,6,1,38,32.920105,0,0
3,.67921883,.58945346,9.3999996,3,.75132275,3,8,2,38,36.801575,0,0
3,.5498867,.31758696,9.3999996,3,.57575303,8,7,4,41,46.974884,1,0
3,.67028451,.51103485,.89999998,4,.67389685,4,8,3,39,36.315628,1,0
2,.59725392,.32782,2.2,4,.63905549,5,5,1,35,30.863312,0,0
2,.53588879,.45514292,6.0999999,4,.75191742,4,7,1,37,33.339569,0,0
2,.89243895,.38633269,9.3999996,4,.29442081,4,8,1,30,28.94696,0,0
3,.83941609,.25056496,4.3000002,4,.33058348,3,9,1,37,30.381668,0,0
3,.61121625,.6413548,4.3000002,4,.7631579,3,3,1,42,38.130287,0,0
3,.72605985,.33622393,9.3999996,3,.40652934,5,14,4,47,48.22065,1,1
3,.72413176,.42849824,9.3999996,3,.65338051,6,6,1,29,35.013458,0,0
3,.74819547,.70724165,6.0999999,4,.64610296,5,3,1,34,34.852524,0,0
2,.70133775,.74621183,2.2,3,.75186145,4,7,2,30,44.55854,1,0
2,.65789539,.46668524,9.3999996,4,.28268272,6,10,1,38,32.48349,0,0
2,.74272752,.35496166,4.3000002,4,.46501973,5,6,1,41,37.232903,1,0
2,.69999748,.3981033,9.3999996,3,.32976529,5,9,1,30,31.451355,0,0
